name_customer,cust_number,invoice_creation_date,invoice_due_date,clear_date,total_open_amount
ALBER ,200750051,2019-09-18,2019-09-18,2019-09-18,64575.56
DECA llc,200353024,2019-12-02,2019-12-02,2019-12-02,141.6
WAL-MAR trust,200769623,2019-07-23,2019-07-23,2019-07-23,934.82
UNIFIE corporation,200792293,2019-02-07,2019-02-07,2019-02-07,36365.76
ASSOCIAT us,200772670,2019-02-07,2019-02-07,,65843.26
WAL-MAR corporation,200769623,2019-03-18,2019-03-18,2019-03-18,2067.18
US  corp,200797452,2019-05-17,2019-05-17,2019-05-17,59731.06
H E BUT systems,200761734,2019-03-19,2019-03-19,2019-03-19,7787.1
DEC associates,200416837,2020-01-15,2020-01-15,2020-01-15,2175.46
WAL-M systems,140106408,2019-05-16,2019-05-16,2019-05-16,5417.93
DOT co,200705742,2019-08-13,2019-08-13,2019-08-13,21953.66
SYSCO  llc,200714710,2019-09-30,2019-09-30,2019-09-30,660.04
C&S WH associates,200762301,2019-07-09,2019-07-09,2019-07-09,25093.71
C&S WH llc,200762301,2019-11-01,2019-11-01,2019-11-01,1583.54
DEC corporation,200020431,2019-09-16,2019-09-16,2019-09-16,186.72
SA us,200759878,2019-08-06,2019-08-06,2019-08-06,41744.71
WAL-MAR corp,200769623,2019-05-29,2019-05-29,2019-05-29,44117.6
WINC foundation,200706844,2019-05-29,2019-05-29,,359.44
BROOKS associates,200743129,2019-09-03,2019-09-03,2019-09-03,62936.98
KRAFT F llc,CCU013,2019-11-01,2019-11-01,2019-11-01,22644.2
JAVA ,100043975,2019-11-01,2019-11-01,,1427.36
WAL-MAR co,200769623,2020-01-23,2020-01-23,2020-01-23,10210.46
DOT corporation,200705742,2019-11-13,2019-11-13,2019-11-13,6293.46
C&S WH in,200762301,2019-11-13,2019-11-13,,99091.71
DOLLA associates,200148860,2019-11-13,2019-11-13,,6543.44
SA systems,200759878,2019-03-15,2019-03-15,2019-03-15,43759.47
TARG systems,200744019,2019-09-11,2019-09-11,2019-09-11,58744.01
BJ'S  us,200726979,2019-06-17,2019-06-17,2019-06-17,18583.57
PLAZA WA corporation,200806643,2019-08-05,2019-08-05,2019-08-05,13437.26
ROU associates,200790107,2019-11-20,2019-11-20,2019-11-20,39259.33
HAWAI ,100043882,2019-12-30,2019-12-30,2019-12-30,35428.53
WAL-MAR trust,200769623,2019-02-05,2019-02-05,2019-02-05,2213.68
OMEGA AD in,100027744,2019-02-05,2019-02-05,,7035.0
WINC co,200706844,2019-02-19,2019-02-19,2019-02-19,576.88
SA corp,200759878,2019-02-05,2019-02-05,2019-02-05,18033.31
KROG corp,200749782,2019-06-27,2019-06-27,2019-06-27,92275.72
WAL-MAR ,200769623,2019-10-15,2019-10-15,2019-10-15,1898.2
FOOD trust,200712349,2020-02-14,2020-02-14,2020-02-14,3762.15
KING S co,200707005,2019-11-18,2019-11-18,2019-11-18,10129.32
SYGMA ,200782669,2019-05-08,2019-05-08,2019-05-08,28760.55
DELHAIZE co,100031704,2019-05-08,2019-05-08,,106394.18
SYSC corporation,140105686,2019-05-23,2019-05-23,2019-05-23,31956.18
FR llc,200705372,2020-01-27,2020-01-27,2020-01-27,81703.39
MBM  foundation,200701314,2019-08-21,2019-08-21,2019-08-21,3566.36
HT HA foundation,200799420,2019-08-21,2019-08-21,,801.1
DECA associates,200353024,2019-03-18,2019-03-18,2019-03-18,33.12
SMITH'S llc,200820380,2019-02-25,2019-02-25,2019-02-25,36833.34
INTERR ,200580232,2020-02-26,2020-02-26,2020-02-26,42383.25
SA systems,200759878,2019-03-08,2019-03-08,2019-03-08,62776.37
RESTA systems,200974851,2019-03-08,2019-03-08,,3566.69
KEURIG trust,100032284,2020-03-20,2020-03-20,2020-03-20,28136.25
DECA corp,200353024,2019-04-01,2019-04-01,2019-04-01,210.96
ASSOCI in,200755701,2019-04-26,2019-04-26,2019-04-26,26530.93
PUBLI systems,200707822,2019-11-20,2019-11-20,2019-11-20,9949.04
WAL-MAR in,200769623,2019-11-20,2019-11-20,,8885.57
DI us,200769369,2019-04-29,2019-04-29,2019-04-29,33163.97
RESTAU corporation,200865666,2019-07-10,2019-07-10,2019-07-10,1023.37
PUBLI systems,200707822,2019-02-04,2019-02-04,2019-02-04,90731.43
SO foundation,140104440,2019-11-21,2019-11-21,2019-11-21,304528.77
BURR trust,200555117,2019-05-06,2019-05-06,2019-05-06,79535.97
WAL-MAR trust,200769623,2019-07-24,2019-07-24,2019-07-24,14634.32
SUPE llc,200793568,2019-07-24,2019-07-24,,15893.27
WAL-M in,140106408,2019-02-20,2019-02-20,2019-02-20,45768.31
SA foundation,200759878,2019-02-20,2019-02-20,,70180.8
TARG llc,200744019,2020-02-25,2020-02-25,2020-02-25,83046.76
WEGMAN us,200711029,2019-02-21,2019-02-21,2019-02-21,6475.55
SPAR in,200712187,2019-02-21,2019-02-21,,119384.36
KEYSTON associates,100047532,2019-02-21,2019-02-21,,11852.54
COST co,200794332,2019-02-21,2019-02-21,,11225.42
C&S WH systems,200762301,2019-03-14,2019-03-14,2019-03-14,47344.96
BJ'S  ,200726979,2019-06-05,2019-06-05,2019-06-05,167.97
US  associates,200797452,2019-08-23,2019-08-23,2019-08-23,66176.65
WAKE trust,200704858,2019-09-12,2019-09-12,2019-09-12,151372.68
PUBLI ,200707822,2019-12-11,2019-12-11,2019-12-11,118272.16
MDV/ trust,200792734,2019-10-29,2019-10-29,2019-10-29,21592.15
DOLLA associates,200148860,2019-10-29,2019-10-29,,5456.75
WAL-MAR corporation,200769623,2019-08-21,2019-08-21,2019-08-21,57185.76
WAL-MAR corporation,200769623,2019-10-30,2019-10-30,2019-10-30,1092.51
SOB systems,140104249,2019-04-12,2019-04-12,2019-04-12,24049.99
COST llc,200794332,2019-04-12,2019-04-12,,81500.86
BJ'S  corp,200726979,2019-10-30,2019-10-30,2019-10-30,795.63
WAL-MAR corp,200769623,2019-12-24,2019-12-24,2019-12-24,61673.46
RITE corp,200781831,2019-10-10,2019-10-10,2019-10-10,87020.67
SYSC corporation,200186937,2020-01-27,2020-01-27,2020-01-27,50939.87
DEC co,200803720,2019-09-12,2019-09-12,2019-09-12,18312.28
WAL-MAR foundation,200769623,2019-03-08,2019-03-08,2019-03-08,267.3
DELHAIZE foundation,100031704,2019-12-17,2019-12-17,2019-12-17,86698.97
M B  co,200741174,2019-08-14,2019-08-14,2019-08-14,33418.94
BJ'S  ,200726979,2019-08-20,2019-08-20,2019-08-20,235.24
BURR trust,200555117,2019-08-20,2019-08-20,,749.14
SYSCO trust,200900909,2019-09-13,2019-09-13,2019-09-13,3429.83
WAL-MAR in,200769623,2019-09-13,2019-09-13,,2219.89
ASSOCIAT corp,200772670,2019-09-13,2019-09-13,,15489.78
SA in,200759878,2019-12-02,2019-12-02,2019-12-02,22635.54
PUBLI corporation,200707822,2019-12-02,2019-12-02,,126107.91
WAL-MAR ,200769623,2020-01-17,2020-01-17,2020-01-17,54671.37
MCL trust,200799367,2020-02-10,2020-02-10,2020-02-10,35615.31
BJ'S  us,200726979,2019-06-26,2019-06-26,2019-06-26,239.42
KROG corp,200749782,2019-05-08,2019-05-08,2019-05-08,7411.86
WAL-MAR trust,200769623,2019-11-22,2019-11-22,2019-11-22,1898.2
DEF. F llc,100044041,2019-08-01,2019-08-01,2019-08-01,2160.29
METRO  us,140104423,2020-01-14,2020-01-14,2020-01-14,30377.47
US  llc,200700919,2019-04-29,2019-04-29,2019-04-29,7992.72
FLANAG us,140104392,2019-04-29,2019-04-29,,3612.39
M  corp,200424504,2019-02-19,2019-02-19,2019-02-19,2931.16
H T H corporation,200078795,2019-03-08,2019-03-08,2019-03-08,1195.4
HEINZ ,CC6000,2019-07-12,2019-07-12,2019-07-12,22041.56
WAL-MAR corp,200769623,2019-07-12,2019-07-12,,11545.38
WAL-MAR llc,200769623,2020-02-03,2020-02-03,2020-02-03,17719.73
MEIJ foundation,200780383,2019-07-22,2019-07-22,2019-07-22,21273.77
RA llc,200704045,2019-11-04,2019-11-04,2019-11-04,1730.7
BEN  llc,200725421,2019-09-16,2019-09-16,2019-09-16,17851.5
RA associates,200704045,2019-02-22,2019-02-22,2019-02-22,37029.64
SYSC co,140105686,2019-10-24,2019-10-24,2019-10-24,28108.5
SA systems,200759878,2019-10-24,2019-10-24,,47646.57
ASSOCIAT co,200772670,2019-08-07,2019-08-07,2019-08-07,13689.19
GLA in,200742521,2019-11-19,2019-11-19,2019-11-19,9165.0
WAL-MAR us,200769623,2019-10-21,2019-10-21,2019-10-21,48970.0
COST llc,200794332,2019-08-30,2019-08-30,2019-08-30,2254.43
DOT foundation,200705742,2019-08-30,2019-08-30,,5932.51
SYSC foundation,200331749,2019-12-11,2019-12-11,2019-12-11,43829.94
SUPE llc,200936373,2019-04-12,2019-04-12,2019-04-12,9886.67
BJ'S  llc,200726979,2019-05-02,2019-05-02,2019-05-02,9222.81
SUPE trust,200793568,2019-05-02,2019-05-02,,1635.76
SYSCO co,200900909,2019-05-16,2019-05-16,2019-05-16,15539.03
DENVER in,100036538,2019-02-14,2019-02-14,2019-02-14,512.0
LOB co,140104409,2019-09-13,2019-09-13,2019-09-13,261811.32
H E BUT corp,200761734,2019-12-18,2019-12-18,2019-12-18,73309.01
WAL-MAR in,200769623,2019-03-12,2019-03-12,2019-03-12,1915.56
DOT trust,200705742,2019-11-12,2019-11-12,2019-11-12,28175.07
AM systems,200418007,2019-11-05,2019-11-05,2019-11-05,4200.0
WAL-MAR systems,200769623,2019-04-15,2019-04-15,2019-04-15,15549.86
BJ'S  ,200726979,2019-04-15,2019-04-15,,1286.3
MCL trust,200799367,2019-02-22,2019-02-22,2019-02-22,96075.67
C us,200778870,2019-09-10,2019-09-10,2019-09-10,206.36
SA associates,200759878,2019-11-06,2019-11-06,2019-11-06,48849.17
WAL-MAR us,200769623,2019-01-22,2019-01-22,2019-01-22,37124.42
WAKE corp,200704858,2019-01-22,2019-01-22,,99568.42
WESTERN foundation,200736312,2019-11-15,2019-11-15,2019-11-15,12707.34
FOODL trust,200508557,2019-05-28,2019-05-28,2019-05-28,4699.2
MEIJ in,200780383,2019-05-28,2019-05-28,,3612.63
C&S WH associates,200762301,2019-05-28,2019-05-28,,102276.04
KITCH us,140106434,2019-04-10,2019-04-10,2019-04-10,14757.7
LONGO  in,140106271,2019-04-10,2019-04-10,,12307.79
WAL-MAR in,200769623,2019-05-14,2019-05-14,2019-05-14,265.5
SYSC corporation,140105686,2019-07-18,2019-07-18,2019-07-18,1690.11
WAL-M llc,140106408,2019-05-22,2019-05-22,2019-05-22,43007.61
WAL-M llc,140106408,2019-10-07,2019-10-07,2019-10-07,1717.53
MCL associates,200799367,2019-10-29,2019-10-29,2019-10-29,14744.33
C&S WH trust,200762301,2019-03-12,2019-03-12,2019-03-12,79706.18
METRO  us,140104423,2019-03-12,2019-03-12,,64370.78
ASSOCIAT associates,200772670,2019-04-17,2019-04-17,2019-04-17,24130.19
M B  co,200741174,2019-04-17,2019-04-17,,5767.83
KROGER co,200732755,2019-03-11,2019-03-11,2019-03-11,110271.34
COSTCO systems,140104429,2020-01-17,2020-01-17,2020-01-17,72903.12
WAL-MAR ,200769623,2019-05-14,2019-05-14,2019-05-14,12194.52
AMAZO llc,100030194,2019-05-14,2019-05-14,,14073.81
REINHA associates,200756072,2019-06-05,2019-06-05,2019-06-05,33475.3
SMITH'S foundation,200466603,2019-02-22,2019-02-22,2019-02-22,103040.02
H &  trust,200403703,2019-04-16,2019-04-16,2019-04-16,21332.5
C ,200778870,2019-09-25,2019-09-25,2019-09-25,11530.3
WAL-MAR ,200769623,2020-03-05,2020-03-05,2020-03-05,50732.36
GROCE llc,200573068,2019-04-30,2019-04-30,2019-04-30,17464.0
WAL-MAR systems,200769623,2020-02-18,2020-02-18,2020-02-18,15132.2
WAL-MAR associates,200769623,2019-10-16,2019-10-16,2019-10-16,67686.57
DECA corporation,200592182,2019-05-25,2019-05-25,2019-05-25,13370.36
WAL-MAR trust,200769623,2019-05-25,2019-05-25,,42379.83
RESTAU associates,200865666,2019-01-30,2019-01-30,2019-01-30,2156.16
COST corporation,200794332,2019-05-16,2019-05-16,2019-05-16,31798.83
WAL-MAR systems,200769623,2019-04-09,2019-04-09,2019-04-09,3795.7
BJ'S  corp,200726979,2019-09-30,2019-09-30,2019-09-30,766.53
ASSOCIAT us,200772670,2019-11-04,2019-11-04,2019-11-04,58685.57
HILL llc,200879892,2019-05-30,2019-05-30,2019-05-30,1714.14
HEIN co,CC6050,2019-04-22,2019-04-22,2019-04-22,15810.45
SYSC trust,140105686,2019-12-23,2019-12-23,2019-12-23,9907.2
GORDO co,200782001,2019-12-17,2019-12-17,2019-12-17,41616.57
WAL-MAR us,200769623,2020-02-04,2020-02-04,2020-02-04,44460.03
WAL-MAR co,200769623,2019-10-15,2019-10-15,2019-10-15,5625.41
WAL-MAR associates,200769623,2019-07-25,2019-07-25,2019-07-25,640.81
WAL-MAR us,200769623,2019-02-11,2019-02-11,2019-02-11,17375.6
DECA in,200592182,2019-02-11,2019-02-11,,1761.84
WAL-MAR ,200769623,2019-12-23,2019-12-23,2019-12-23,13665.79
BJ'S  corporation,200726979,2019-11-26,2019-11-26,2019-11-26,374.32
AM foundation,200418007,2019-03-29,2019-03-29,2019-03-29,713.84
DOLLAR in,100001196,2019-02-27,2019-02-27,2019-02-27,5621.11
INGL corp,200759082,2019-04-01,2019-04-01,2019-04-01,71693.24
SA trust,200729942,2019-11-26,2019-11-26,2019-11-26,778.4
CE systems,200778998,2020-03-06,2020-03-06,2020-03-06,72624.23
RESTA systems,200974851,2020-02-14,2020-02-14,2020-02-14,4735.92
DECA associates,200230690,2019-08-02,2019-08-02,2019-08-02,51.66
INTERR co,200580232,2020-01-30,2020-01-30,2020-01-30,42391.3
COST in,200794332,2020-02-07,2020-02-07,2020-02-07,33778.35
STATER  co,200743996,2020-02-07,2020-02-07,,94612.03
KRAFT  corp,CC6600,2019-07-24,2019-07-24,2019-07-24,16935.86
SYSCO ,200900909,2019-02-11,2019-02-11,2019-02-11,753.87
SODEXHO  associates,200934569,2019-07-02,2019-07-02,2019-07-02,1687.37
COST foundation,200794332,2019-09-06,2019-09-06,2019-09-06,10795.15
RA in,200704045,2019-06-10,2019-06-10,2019-06-10,26104.88
H E BUT associates,200761734,2019-07-02,2019-07-02,2019-07-02,32527.63
ASSOCI ,200277896,2020-03-20,2020-03-20,2020-03-20,70163.54
WAL-MAR trust,200769623,2019-04-01,2019-04-01,2019-04-01,139.52
KRAFT  in,CCCA02,2019-11-27,2019-11-27,2019-11-27,13108.5
MEIJ llc,200780383,2019-11-01,2019-11-01,2019-11-01,12005.99
KING S corporation,200707005,2019-02-11,2019-02-11,2019-02-11,43121.23
WAL-MAR in,200769623,2019-02-11,2019-02-11,,22226.35
ASSOCIAT foundation,200772670,2019-06-12,2019-06-12,2019-06-12,1715.75
MONDE associates,140142846,2019-05-15,2019-05-15,2019-05-15,8666.06
WAL-MAR ,200769623,2019-02-11,2019-02-11,2019-02-11,1200.99
KROG associates,200749782,2019-02-11,2019-02-11,,88502.01
WAL-MAR trust,200769623,2019-07-25,2019-07-25,2019-07-25,47004.5
DEC trust,200020431,2019-12-16,2019-12-16,2019-12-16,14743.96
JETR ,200705089,2019-03-26,2019-03-26,2019-03-26,10295.37
DOLLA in,200148860,2020-02-05,2020-02-05,2020-02-05,51669.22
THE YOUN corp,200927099,2019-04-22,2019-04-22,2019-04-22,21555.55
SUPER  in,200749225,2019-03-14,2019-03-14,2019-03-14,113631.54
WAL-MAR ,200769623,2019-07-16,2019-07-16,2019-07-16,12806.7
SYSCO corporation,200900909,2019-08-20,2019-08-20,2019-08-20,4702.73
TARG corp,200744019,2019-08-20,2019-08-20,,1982.06
BUY- associates,140104285,2019-11-25,2019-11-25,2019-11-25,3193.13
THE  corp,140106181,2019-05-01,2019-05-01,2019-05-01,117723.35
ASSOCI trust,200755701,2019-10-03,2019-10-03,2019-10-03,565.17
WAL-MAR foundation,200769623,2019-10-03,2019-10-03,,2326.08
DOT us,200705742,2019-10-03,2019-10-03,,9822.38
FEDER associates,140104240,2019-10-23,2019-10-23,2019-10-23,149033.4
WAL-MAR associates,200769623,2019-03-20,2019-03-20,2019-03-20,38476.57
C&S WH ,200762301,2019-10-04,2019-10-04,2019-10-04,140453.73
RESTAU systems,200865666,2019-06-06,2019-06-06,2019-06-06,8942.17
SUPE systems,200793568,2019-11-20,2019-11-20,2019-11-20,1473.29
WAL-MAR corp,200769623,2019-01-22,2019-01-22,2019-01-22,32135.44
AMAZO foundation,100030194,2019-08-06,2019-08-06,2019-08-06,4612.56
SAFEW corporation,200772595,2020-01-21,2020-01-21,2020-01-21,114429.2
FOOD 4 corporation,200779719,2019-05-23,2019-05-23,2019-05-23,14780.25
WAL-MAR llc,200769623,2019-01-31,2019-01-31,2019-01-31,1235.26
SYSCO corp,200900909,2019-06-10,2019-06-10,2019-06-10,20388.61
COSTCO systems,140104429,2019-12-09,2019-12-09,2019-12-09,4871.52
SIGMA AL us,140101904,2019-02-07,2019-02-07,2019-02-07,43191.66
DEC systems,200803720,2019-02-01,2019-02-01,2019-02-01,14879.66
COLABOR  ,140104340,2019-05-02,2019-05-02,2019-05-02,6779.1
TARG trust,200744019,2019-05-02,2019-05-02,,29592.42
DECA corp,200230690,2019-11-21,2019-11-21,2019-11-21,2279.05
ASSOCIAT associates,200772670,2019-11-21,2019-11-21,,47903.76
WAL-MAR corporation,200769623,2019-11-21,2019-11-21,,1898.9
PUBLI ,200707822,2019-04-01,2019-04-01,2019-04-01,80350.75
AFFI associates,200661137,2020-02-07,2020-02-07,2020-02-07,16091.15
APPE associates,200792200,2019-09-23,2019-09-23,2019-09-23,1191.92
WAL-MAR ,200769623,2019-10-11,2019-10-11,2019-10-11,1897.5
SYSCO in,200900909,2019-10-11,2019-10-11,,7524.17
WAL-MAR trust,200769623,2019-05-08,2019-05-08,2019-05-08,871.01
M  in,200424504,2019-05-08,2019-05-08,,2428.04
WAL-MAR corporation,200769623,2019-07-09,2019-07-09,2019-07-09,47291.41
DELHAIZE trust,100031704,2019-07-09,2019-07-09,,1176.59
F corporation,200790710,2019-04-09,2019-04-09,2019-04-09,10302.08
SYSCO  associates,200792283,2020-02-26,2020-02-26,2020-02-26,38294.27
CONSUMER foundation,200472086,2019-04-24,2019-04-24,2019-04-24,43056.57
SYSCO  us,200764795,2019-04-24,2019-04-24,,10978.51
COLABOR  corporation,140104340,2019-11-21,2019-11-21,2019-11-21,113594.29
WAL-MAR associates,200769623,2019-02-25,2019-02-25,2019-02-25,1355.27
ASSOCIAT corporation,200772670,2019-04-04,2019-04-04,2019-04-04,76933.62
MASTER us,100021540,2019-04-03,2019-04-03,2019-04-03,2714.35
BJ'S  llc,200726979,2019-04-29,2019-04-29,2019-04-29,544.42
FEDER us,140104240,2019-10-23,2019-10-23,2019-10-23,170156.62
H E BUT trust,200761734,2019-08-23,2019-08-23,2019-08-23,1584.8
MEIJ corporation,200780383,2019-02-08,2019-02-08,2019-02-08,18495.86
WAL-MAR in,200769623,2019-03-12,2019-03-12,2019-03-12,19557.41
SYSC trust,200331749,2019-03-15,2019-03-15,2019-03-15,3711.48
COAS systems,200337148,2019-03-15,2019-03-15,,45127.79
DEC llc,200416837,2019-03-15,2019-03-15,,398.16
INGL ,200759082,2019-05-16,2019-05-16,2019-05-16,135078.23
WAL-MAR foundation,200769623,2019-07-10,2019-07-10,2019-07-10,12731.68
SYSCO  us,200764795,2019-04-29,2019-04-29,2019-04-29,28860.44
WAL-MAR llc,200769623,2019-04-29,2019-04-29,,58726.21
BJ'S  associates,200726979,2019-04-29,2019-04-29,,588.49
WAL-MAR associates,200769623,2019-08-20,2019-08-20,2019-08-20,50578.05
WAL-MAR systems,200769623,2019-09-05,2019-09-05,2019-09-05,16282.38
COLOM corporation,200816950,2019-06-12,2019-06-12,2019-06-12,70142.76
SYSCO  co,200714710,2019-06-21,2019-06-21,2019-06-21,48.74
FR trust,200705372,2019-06-06,2019-06-06,2019-06-06,5323.59
WAL-MAR systems,200769623,2019-12-23,2019-12-23,2019-12-23,10203.2
BJ'S  ,200726979,2019-12-04,2019-12-04,2019-12-04,728.01
GO us,200721222,2019-12-04,2019-12-04,,25685.07
SA systems,200759878,2019-10-21,2019-10-21,2019-10-21,20282.98
BJ'S  ,200726979,2019-08-30,2019-08-30,2019-08-30,9222.81
ASSOCIAT trust,200772670,2019-09-09,2019-09-09,2019-09-09,15839.46
SAFEW corporation,200772595,2019-09-09,2019-09-09,,10020.14
BJ'S  in,200726979,2019-05-28,2019-05-28,2019-05-28,158.23
LOB co,140104409,2020-01-31,2020-01-31,2020-01-31,88433.88
SMITH'S trust,200820380,2020-01-31,2020-01-31,,48022.97
LONGO  trust,140106271,2019-03-06,2019-03-06,2019-03-06,159967.24
SA co,200759878,2019-08-19,2019-08-19,2019-08-19,39664.91
SUPE corporation,200793568,2019-08-19,2019-08-19,,36623.03
WINC corp,200706844,2019-08-19,2019-08-19,,22644.53
WINC associates,200706844,2019-02-22,2019-02-22,2019-02-22,822.03
RA associates,200704045,2020-02-18,2020-02-18,2020-02-18,38128.47
JAVA co,100043975,2020-02-18,2020-02-18,,7212.0
WAL-MAR llc,200769623,2020-02-18,2020-02-18,,15797.23
KROGER corp,200752302,2019-04-15,2019-04-15,2019-04-15,93149.86
C&S WH in,200762301,2019-04-15,2019-04-15,,2018.45
KROGER foundation,200793513,2019-07-18,2019-07-18,2019-07-18,2779.34
FAMILY systems,200786288,2019-10-11,2019-10-11,2019-10-11,86572.76
WAL-MAR systems,200769623,2019-12-23,2019-12-23,2019-12-23,471.56
KRAFT F co,CCU013,2019-11-27,2019-11-27,2019-11-27,113248.8
DELHAIZE systems,100031704,2019-05-01,2019-05-01,2019-05-01,23699.69
WAL-MAR foundation,200769623,2019-05-01,2019-05-01,,14706.98
KROGER ,200729290,2019-05-01,2019-05-01,,115494.14
WAL-MAR in,200769623,2019-10-15,2019-10-15,2019-10-15,44409.01
SA us,200759878,2019-04-22,2019-04-22,2019-04-22,14135.58
WAL-MAR us,200769623,2019-04-22,2019-04-22,,1898.9
WAL-MAR foundation,200769623,2019-09-03,2019-09-03,2019-09-03,70114.05
WAL-MAR us,200769623,2019-09-03,2019-09-03,,37684.36
FR corporation,200705372,2019-09-03,2019-09-03,,19961.05
COSTCO systems,140104429,2019-04-08,2019-04-08,2019-04-08,46316.04
US  llc,200789077,2019-12-02,2019-12-02,2019-12-02,48057.12
C&S WH systems,200762301,2019-06-12,2019-06-12,2019-06-12,83492.85
DEC us,200416837,2019-08-01,2019-08-01,2019-08-01,3466.86
GO ,200721222,2019-05-22,2019-05-22,2019-05-22,28327.91
BJ'S  systems,200726979,2019-08-21,2019-08-21,2019-08-21,995.02
ALL co,100047471,2019-06-13,2019-06-13,2019-06-13,8587.2
JRD in,200781803,2019-10-31,2019-10-31,2019-10-31,12028.76
WAL-MAR in,200769623,2019-06-18,2019-06-18,2019-06-18,7837.29
WAL-MAR llc,200769623,2019-06-18,2019-06-18,,11826.09
SA corporation,200759878,2020-03-10,2020-03-10,2020-03-10,32198.4
WAL-MAR systems,200769623,2019-08-28,2019-08-28,2019-08-28,83318.45
QUI in,200742791,2019-08-28,2019-08-28,,24843.48
WAL-MAR llc,200769623,2020-01-14,2020-01-14,2020-01-14,47009.34
STATER  corporation,200743996,2020-01-14,2020-01-14,,32224.05
WAL-MAR us,200769623,2020-01-14,2020-01-14,,9937.06
MCLANE foundation,200126819,2019-01-18,2019-01-18,2019-01-18,35525.25
C in,200778870,2019-11-25,2019-11-25,2019-11-25,7414.98
WAL-MAR systems,200769623,2019-02-12,2019-02-12,2019-02-12,9031.16
MEIJ llc,200780383,2019-03-11,2019-03-11,2019-03-11,74804.43
PAPA JO llc,100043936,2020-01-21,2020-01-21,2020-01-21,18145.19
DELHAIZE corp,100031704,2019-11-19,2019-11-19,2019-11-19,14029.84
VITC in,200553372,2019-12-17,2019-12-17,2019-12-17,43441.4
CE co,200778998,2019-08-13,2019-08-13,2019-08-13,4302.64
US  ,200515231,2019-08-12,2019-08-12,2019-08-12,37441.9
SA corporation,200759878,2019-08-12,2019-08-12,,12417.47
DEC us,200416837,2019-05-01,2019-05-01,2019-05-01,567.96
BJ'S  co,200726979,2019-07-10,2019-07-10,2019-07-10,63.33
WAL-MAR foundation,200769623,2019-12-19,2019-12-19,2019-12-19,42169.82
SMITH'S ,200466603,2019-02-11,2019-02-11,2019-02-11,124813.55
DOLLA systems,200148860,2019-07-18,2019-07-18,2019-07-18,61733.75
WAL-MAR llc,200769623,2020-02-18,2020-02-18,2020-02-18,68612.73
DARDEN D trust,200229974,2020-02-05,2020-02-05,2020-02-05,16907.37
C&S WH us,200762301,2020-02-05,2020-02-05,,4301.57
WAL-MAR ,200769623,2020-02-05,2020-02-05,,22549.83
BJ'S  systems,200726979,2019-07-18,2019-07-18,2019-07-18,83649.87
INGL corporation,200759082,2019-08-08,2019-08-08,2019-08-08,93120.58
JRD in,200781803,2019-02-13,2019-02-13,2019-02-13,11148.0
